framework_group,variable,topk_in_school,topk_out_school,best_rank_in_school,best_rank_out_school,max_imp_in_school,max_imp_out_school,peak_slice_in_school,peak_slice_out_school,shift_type
PISA,st_digital_learning_before_after_hours,FALSE,TRUE,NA,15,NA,0.17494954,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Domain | process | NA | MATH,OutOfSchool-only (top-k)
PISA,st_digital_learning_weekend_hours,FALSE,TRUE,NA,3,NA,0.543429686,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Domain | process | NA | MATH,OutOfSchool-only (top-k)
PISA,st_digital_leisure_before_after_hours,FALSE,TRUE,NA,3,NA,0.379057498,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_health_and_well_being | SCIE,OutOfSchool-only (top-k)
PISA,st_digital_leisure_weekend_hours,FALSE,TRUE,NA,2,NA,0.542434456,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_health_and_well_being | READ,OutOfSchool-only (top-k)
PISA,st_family_food_insecurity,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_health_and_well_being | MATH,OutOfSchool-only (top-k)
PISA,st_family_pressure_specific_path,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | input | context_educational_pathways_and_aspirations | MATH,OutOfSchool-only (top-k)
PISA,st_family_social_status_future,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_educational_pathways_and_aspirations | MATH,OutOfSchool-only (top-k)
PISA,st_family_social_status_now,FALSE,TRUE,NA,11,NA,0.292395133,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Domain | context | NA | SCIE,OutOfSchool-only (top-k)
PISA,st_intelligence_hard_to_change,FALSE,TRUE,NA,2,NA,0.923896519,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_subject_specific_beliefs_attitudes_feelings_and_behaviours | MATH,OutOfSchool-only (top-k)
PISA,st_math_instruction_video_recorded,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | input | context_out_of_school_experiences | READ,OutOfSchool-only (top-k)
PISA,st_reason_school_missed_family_care,FALSE,TRUE,NA,2,NA,0.418430536,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_health_and_well_being | READ,OutOfSchool-only (top-k)
PISA,st_reason_school_missed_fees,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_economic_social_and_cultural_status | MATH,OutOfSchool-only (top-k)
PISA,st_reason_school_missed_sick,FALSE,TRUE,NA,2,NA,0.481705774,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_health_and_well_being | SCIE,OutOfSchool-only (top-k)
PISA,st_student_gender,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_basic_demographics | READ,OutOfSchool-only (top-k)
PISA,st_time_spent_on_language_homework,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_subject_specific_beliefs_attitudes_feelings_and_behaviours | READ,OutOfSchool-only (top-k)
PISA,st_time_spent_on_science_homework,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_subject_specific_beliefs_attitudes_feelings_and_behaviours | MATH,OutOfSchool-only (top-k)
PISA,st_total_homework_time_all_subjects,FALSE,TRUE,NA,2,NA,0.628651746,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_general_social_and_emotional_characteristics | READ,OutOfSchool-only (top-k)
PISA,st_worry_insufficient_money_future,FALSE,TRUE,NA,2,NA,0.1579231,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | output | context_educational_pathways_and_aspirations | READ,OutOfSchool-only (top-k)
PISA,stdv_escs_index,FALSE,TRUE,NA,3,NA,0.854700449,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | input | context_economic_social_and_cultural_status | MATH,OutOfSchool-only (top-k)
PISA,stdv_family_support,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_parental_guardian_involvement_and_support | MATH,OutOfSchool-only (top-k)
PISA,stdv_father_occupation_status,FALSE,TRUE,NA,10,NA,0.292424164,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Domain | context | NA | MATH,OutOfSchool-only (top-k)
PISA,stdv_home_language_dv,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_migration_and_language_exposure | MATH,OutOfSchool-only (top-k)
PISA,stdv_home_possessions,FALSE,TRUE,NA,2,NA,0.911704078,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | input | context_economic_social_and_cultural_status | MATH,OutOfSchool-only (top-k)
PISA,stdv_ict_resources,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_economic_social_and_cultural_status | MATH,OutOfSchool-only (top-k)
PISA,stdv_mother_occupation_status,FALSE,TRUE,NA,6,NA,0.414457317,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_economic_social_and_cultural_status | MATH,OutOfSchool-only (top-k)
PISA,stdv_parent_highest_occup,FALSE,TRUE,NA,5,NA,0.460347957,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_economic_social_and_cultural_status | SCIE,OutOfSchool-only (top-k)
PISA,stdv_self_learning_efficacy,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | output | cognitive_learning_outcomes | MATH,OutOfSchool-only (top-k)
PISA,stdv_study_homework,FALSE,TRUE,NA,7,NA,0.40856055,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_general_social_and_emotional_characteristics | MATH,OutOfSchool-only (top-k)
PISA,stdv_work_for_pay,FALSE,TRUE,NA,3,NA,0.686713417,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_out_of_school_experiences | READ,OutOfSchool-only (top-k)
