framework_group,variable,topk_in_school,topk_out_school,best_rank_in_school,best_rank_out_school,max_imp_in_school,max_imp_out_school,peak_slice_in_school,peak_slice_out_school,shift_type
MLFTAU,st_family_social_status_now,FALSE,TRUE,NA,1,NA,1,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | organisation_family | user_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,st_math_instruction_video_recorded,FALSE,TRUE,NA,1,NA,1,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | organisation_school | task_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,st_notifications_off_sleep,FALSE,TRUE,NA,2,NA,0.698030133,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | individual | habit | MATH,OutOfSchool-only (top-k)
MLFTAU,st_reason_school_missed_transport,FALSE,TRUE,NA,1,NA,1,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | organisation_society | environment_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,st_think_most_people_selfish,FALSE,TRUE,NA,10,NA,0.185320717,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | individual | user_attributes | SCIE,OutOfSchool-only (top-k)
MLFTAU,st_total_homework_time_all_subjects,FALSE,TRUE,NA,4,NA,0.467972553,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | individual | task_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,st_understand_why_people_behave,FALSE,TRUE,NA,10,NA,0.188156002,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | individual | user_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,stdv_escs_index,FALSE,TRUE,NA,1,NA,1,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | organisation_family | organisation_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,stdv_family_support,FALSE,TRUE,NA,1,NA,1,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | individual | social_influence | MATH,OutOfSchool-only (top-k)
MLFTAU,stdv_father_occupation_status,FALSE,TRUE,NA,3,NA,0.400865617,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | organisation_family | organisation_attributes | SCIE,OutOfSchool-only (top-k)
MLFTAU,stdv_home_possessions,FALSE,TRUE,NA,2,NA,0.958508473,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | organisation_family | environment_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,stdv_ict_resources,FALSE,TRUE,NA,1,NA,1,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | organisation_family | environment_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,stdv_mother_occupation_status,FALSE,TRUE,NA,3,NA,0.404276195,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | organisation_family | organisation_attributes | SCIE,OutOfSchool-only (top-k)
MLFTAU,stdv_parent_highest_occup,FALSE,TRUE,NA,2,NA,0.456499237,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | organisation_family | organisation_attributes | SCIE,OutOfSchool-only (top-k)
MLFTAU,stdv_self_learning_efficacy,FALSE,TRUE,NA,1,NA,1,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | individual | performance_expectancy | MATH,OutOfSchool-only (top-k)
MLFTAU,stdv_study_homework,FALSE,TRUE,NA,3,NA,0.531622705,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | individual | task_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,stdv_work_for_pay,FALSE,TRUE,NA,1,NA,1,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | individual | organisation_attributes | MATH,OutOfSchool-only (top-k)
MLFTAU,stdv_work_household,FALSE,TRUE,NA,7,NA,0.424312916,NA,MLFTAU_Contextual_OutOfSchool | OutOfSchool | Construct | individual | events_time | MATH,OutOfSchool-only (top-k)
PISA,ic_digital_use_simulations_modelling,TRUE,FALSE,7,NA,0.386366257,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_organisation_of_student_learning_at_school | READ,NA,InSchool-only (top-k)
PISA,icdv_ict_access_quality,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_school_type_and_infrastructure | MATH,NA,InSchool-only (top-k)
PISA,icdv_ict_at_school,TRUE,FALSE,6,NA,0.268831145,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_school_type_and_infrastructure | READ,NA,InSchool-only (top-k)
PISA,icdv_ict_enquiry_learning_self,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_organisation_of_student_learning_at_school | MATH,NA,InSchool-only (top-k)
PISA,icdv_ict_regulated_use,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_organisation_of_student_learning_at_school | MATH,NA,InSchool-only (top-k)
PISA,icdv_ict_support_feedback_self,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | ict_based_assessments | MATH,NA,InSchool-only (top-k)
PISA,icdv_ict_use_subject_lessons,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | integration_of_ict_into_instruction | MATH,NA,InSchool-only (top-k)
PISA,sc_admission_consider_ethnicity,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_migration_and_language_exposure | MATH,NA,InSchool-only (top-k)
PISA,sc_admission_consider_programme,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_selection_and_enrolment | MATH,NA,InSchool-only (top-k)
PISA,sc_admission_consider_residence,TRUE,FALSE,2,NA,0.815432734,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_selection_and_enrolment | SCIE,NA,InSchool-only (top-k)
PISA,sc_all_teachers_prof_dev_percent,TRUE,FALSE,5,NA,0.298800751,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_teacher_qualification_training_and_professional_development | MATH,NA,InSchool-only (top-k)
PISA,sc_assessment_nonmandatory_math_tests,TRUE,FALSE,9,NA,0.14916663,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | READ,NA,InSchool-only (top-k)
PISA,sc_assessment_nonmandatory_tests,TRUE,FALSE,7,NA,0.170301436,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | READ,NA,InSchool-only (top-k)
PISA,sc_assessment_teacher_math_ratings,TRUE,FALSE,7,NA,0.161102894,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | SCIE,NA,InSchool-only (top-k)
PISA,sc_assessment_teacher_math_tests,TRUE,FALSE,11,NA,0.141539887,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,sc_assessment_teacher_ratings,TRUE,FALSE,9,NA,0.152920072,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,sc_assessment_teacher_tests,TRUE,FALSE,12,NA,0.129859704,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,sc_disadvantaged_homes,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_economic_social_and_cultural_status | MATH,NA,InSchool-only (top-k)
PISA,sc_external_eval_action_plan,TRUE,FALSE,3,NA,0.45745448,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_assessment_evaluation_and_accountability | READ,NA,InSchool-only (top-k)
PISA,sc_external_eval_policy_changes,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_school_autonomy | MATH,NA,InSchool-only (top-k)
PISA,sc_external_eval_teaching_plan,TRUE,FALSE,3,NA,0.724551294,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,sc_heritage_language_different,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_migration_and_language_exposure | MATH,NA,InSchool-only (top-k)
PISA,sc_info_future_careers,TRUE,FALSE,2,NA,0.061113588,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_educational_pathways_and_aspirations | READ,NA,InSchool-only (top-k)
PISA,sc_info_internships,TRUE,FALSE,2,NA,0.185141602,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_educational_pathways_and_aspirations | MATH,NA,InSchool-only (top-k)
PISA,sc_inhouse_training_math_specialists,TRUE,FALSE,3,NA,0.428382586,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_teacher_qualification_training_and_professional_development | READ,NA,InSchool-only (top-k)
PISA,sc_inhouse_workshops_math_issues,TRUE,FALSE,2,NA,0.786897196,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_mathematics_teacher_behaviours | READ,NA,InSchool-only (top-k)
PISA,sc_inhouse_workshops_math_teacher_groups,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_mathematics_teacher_behaviours | MATH,NA,InSchool-only (top-k)
PISA,sc_math_achievement_provided_parents,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | output | context_parental_guardian_involvement_and_support | MATH,NA,InSchool-only (top-k)
PISA,sc_math_achievement_public_post,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | output | ict_based_assessments | MATH,NA,InSchool-only (top-k)
PISA,sc_math_classes_mixed_ability,TRUE,FALSE,8,NA,0.196803182,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_organisation_of_student_learning_at_school | MATH,NA,InSchool-only (top-k)
PISA,sc_math_marks_above_pass,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | output | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,sc_math_policy_standardized,TRUE,FALSE,2,NA,0.288506049,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_school_autonomy | READ,NA,InSchool-only (top-k)
PISA,sc_math_programme_local_assessments,TRUE,FALSE,8,NA,0.194309021,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_organisation_of_student_learning_at_school | MATH,NA,InSchool-only (top-k)
PISA,sc_math_programme_math_department,TRUE,FALSE,6,NA,0.317505696,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_exposure_to_mathematics_content | MATH,NA,InSchool-only (top-k)
PISA,sc_math_programme_national_assessments,TRUE,FALSE,2,NA,0.981031514,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_assessment_evaluation_and_accountability | SCIE,NA,InSchool-only (top-k)
PISA,sc_math_programme_school_assessments,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,sc_math_programme_teacher_discretion,TRUE,FALSE,4,NA,0.375888073,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_exposure_to_mathematics_content | MATH,NA,InSchool-only (top-k)
PISA,sc_minutes_class_period_avg,TRUE,FALSE,8,NA,0.116936833,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_organisation_of_student_learning_at_school | MATH,NA,InSchool-only (top-k)
PISA,sc_minutes_class_period_math,TRUE,FALSE,2,NA,0.532895607,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_exposure_to_mathematics_content | MATH,NA,InSchool-only (top-k)
PISA,sc_num_data_projectors,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | input | hardware_and_software_availability | MATH,NA,InSchool-only (top-k)
PISA,sc_num_interactive_whiteboards,TRUE,FALSE,10,NA,0.220472477,NA,PISA_Contextual_InSchool | InSchool | Domain | context | NA | MATH,NA,InSchool-only (top-k)
PISA,sc_parents_assist_fundraising,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_economic_social_and_cultural_status | MATH,NA,InSchool-only (top-k)
PISA,sc_parents_initiative_behavior,TRUE,FALSE,7,NA,0.620176619,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_school_culture_and_climate | MATH,NA,InSchool-only (top-k)
PISA,sc_parents_initiative_progress,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_parental_guardian_involvement_and_support | SCIE,NA,InSchool-only (top-k)
PISA,sc_parents_school_governance,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_school_autonomy | MATH,NA,InSchool-only (top-k)
PISA,sc_policy_digital_devices_math_instruction,TRUE,FALSE,4,NA,0.384537722,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_exposure_to_mathematics_content | READ,NA,InSchool-only (top-k)
PISA,sc_record_test_graduation_rates,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | teacher_and_school_evaluations | MATH,NA,InSchool-only (top-k)
PISA,sc_special_learning_needs,TRUE,FALSE,2,NA,0.799379607,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_health_and_well_being | MATH,NA,InSchool-only (top-k)
PISA,sc_student_grouped_within_classes,TRUE,FALSE,8,NA,0.183988154,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_organisation_of_student_learning_at_school | READ,NA,InSchool-only (top-k)
PISA,sc_study_help_staff,TRUE,FALSE,3,NA,0.513232511,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_teacher_qualification_training_and_professional_development | MATH,NA,InSchool-only (top-k)
PISA,sc_teacher_computers_internet,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_teacher_qualification_training_and_professional_development | MATH,NA,InSchool-only (top-k)
PISA,sc_teacher_monitor_external_observe,TRUE,FALSE,2,NA,0.938006862,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,sc_teacher_monitor_peer_review,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,sc_teacher_monitor_tests,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | input | ict_based_assessments | MATH,NA,InSchool-only (top-k)
PISA,sc_teachers_initiative_behavior,TRUE,FALSE,3,NA,0.880991954,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_parental_guardian_involvement_and_support | SCIE,NA,InSchool-only (top-k)
PISA,sc_teachers_initiative_progress,TRUE,FALSE,4,NA,0.375833104,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,scdv_computer_availability,TRUE,FALSE,3,NA,0.690774227,NA,PISA_Contextual_InSchool | InSchool | Construct | input | hardware_and_software_availability | SCIE,NA,InSchool-only (top-k)
PISA,scdv_digital_device_policies_self,TRUE,FALSE,3,NA,0.300010322,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_organisation_of_student_learning_at_school | MATH,NA,InSchool-only (top-k)
PISA,scdv_digital_learning_preparedness,TRUE,FALSE,4,NA,0.238516696,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_organisation_of_student_learning_at_school | MATH,NA,InSchool-only (top-k)
PISA,scdv_diversity_multicultural_views_self,TRUE,FALSE,3,NA,0.559778702,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_school_culture_and_climate | MATH,NA,InSchool-only (top-k)
PISA,scdv_educational_leadership,TRUE,FALSE,6,NA,0.649764431,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_school_culture_and_climate | MATH,NA,InSchool-only (top-k)
PISA,scdv_instructional_leadership,TRUE,FALSE,4,NA,0.749155295,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_organisation_of_student_learning_at_school | MATH,NA,InSchool-only (top-k)
PISA,scdv_material_shortage,TRUE,FALSE,15,NA,0.18600184,NA,PISA_Contextual_InSchool | InSchool | Domain | context | NA | MATH,NA,InSchool-only (top-k)
PISA,scdv_math_ability_grouping,TRUE,FALSE,3,NA,0.420450947,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_exposure_to_mathematics_content | MATH,NA,InSchool-only (top-k)
PISA,scdv_math_class_size_dv,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_exposure_to_mathematics_content | MATH,NA,InSchool-only (top-k)
PISA,scdv_math_extra_activities,TRUE,FALSE,5,NA,0.526540021,NA,PISA_Contextual_InSchool | InSchool | Domain | process | NA | MATH,NA,InSchool-only (top-k)
PISA,scdv_parent_involvement_encouragement,TRUE,FALSE,6,NA,0.563739633,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_school_culture_and_climate | READ,NA,InSchool-only (top-k)
PISA,scdv_proportion_doctorate_teachers,TRUE,FALSE,3,NA,0.896842738,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_teacher_qualification_training_and_professional_development | SCIE,NA,InSchool-only (top-k)
PISA,scdv_proportion_fully_cert_teachers,TRUE,FALSE,4,NA,0.462880841,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_teacher_qualification_training_and_professional_development | SCIE,NA,InSchool-only (top-k)
PISA,scdv_proportion_master_teachers,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_teacher_qualification_training_and_professional_development | MATH,NA,InSchool-only (top-k)
PISA,scdv_proportion_math_teachers,TRUE,FALSE,4,NA,0.610164777,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_exposure_to_mathematics_content | MATH,NA,InSchool-only (top-k)
PISA,scdv_proportion_pedagogical_support,TRUE,FALSE,4,NA,0.238096233,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_organisation_of_student_learning_at_school | SCIE,NA,InSchool-only (top-k)
PISA,scdv_school_autonomy,TRUE,FALSE,3,NA,0.37546083,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_school_autonomy | MATH,NA,InSchool-only (top-k)
PISA,scdv_school_size,TRUE,FALSE,2,NA,0.806425247,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_school_type_and_infrastructure | MATH,NA,InSchool-only (top-k)
PISA,scdv_standardized_tests_usage,TRUE,FALSE,5,NA,0.338221102,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,scdv_student_school_climate_factors,TRUE,FALSE,2,NA,0.651001078,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_school_culture_and_climate | MATH,NA,InSchool-only (top-k)
PISA,scdv_student_teacher_ratio,TRUE,FALSE,2,NA,0.705991472,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_school_type_and_infrastructure | MATH,NA,InSchool-only (top-k)
PISA,scdv_teacher_developed_tests,TRUE,FALSE,6,NA,0.258804088,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,scdv_teacher_feedback,TRUE,FALSE,2,NA,0.697142507,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_school_culture_and_climate | MATH,NA,InSchool-only (top-k)
PISA,scdv_teacher_participation,TRUE,FALSE,2,NA,0.773045155,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_school_autonomy | MATH,NA,InSchool-only (top-k)
PISA,scdv_test_language_class_size,TRUE,FALSE,5,NA,0.218170793,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_organisation_of_student_learning_at_school | SCIE,NA,InSchool-only (top-k)
PISA,scdv_total_math_teachers,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_exposure_to_mathematics_content | MATH,NA,InSchool-only (top-k)
PISA,scdv_total_teachers,TRUE,FALSE,3,NA,0.678929,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_school_type_and_infrastructure | SCIE,NA,InSchool-only (top-k)
PISA,st_device_open_class,TRUE,FALSE,3,NA,0.363568562,NA,PISA_Contextual_InSchool | InSchool | Construct | process | students_engagement_with_learning_through_ict | SCIE,NA,InSchool-only (top-k)
PISA,st_digital_learning_school_hours,TRUE,FALSE,2,NA,0.496851857,NA,PISA_Contextual_InSchool | InSchool | Construct | process | students_use_of_ict_in_class | MATH,NA,InSchool-only (top-k)
PISA,st_digital_leisure_school_hours,TRUE,FALSE,3,NA,0.453673361,NA,PISA_Contextual_InSchool | InSchool | Construct | process | students_use_of_ict_in_class | SCIE,NA,InSchool-only (top-k)
PISA,st_informed_paths_after_school,TRUE,FALSE,2,NA,0.758144949,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_educational_pathways_and_aspirations | MATH,NA,InSchool-only (top-k)
PISA,st_math_class_periods_per_week,TRUE,FALSE,2,NA,0.509280969,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_organisation_of_student_learning_at_school | SCIE,NA,InSchool-only (top-k)
PISA,st_notifications_off_class,TRUE,FALSE,8,NA,0.321436228,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_general_social_and_emotional_characteristics | READ,NA,InSchool-only (top-k)
PISA,st_pressure_online_class,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | well_being_outcomes | SCIE,NA,InSchool-only (top-k)
PISA,st_rate_quality_math_instruction,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_assessment_evaluation_and_accountability | MATH,NA,InSchool-only (top-k)
PISA,st_reason_school_missed_bored,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_general_social_and_emotional_characteristics | MATH,NA,InSchool-only (top-k)
PISA,st_school_enrollment_duration,TRUE,FALSE,9,NA,0.30695793,NA,PISA_Contextual_InSchool | InSchool | Domain | context | NA | SCIE,NA,InSchool-only (top-k)
PISA,st_school_prepared_future,TRUE,FALSE,4,NA,0.3648196,NA,PISA_Contextual_InSchool | InSchool | Construct | output | context_educational_pathways_and_aspirations | MATH,NA,InSchool-only (top-k)
PISA,st_school_waste_of_time,TRUE,FALSE,3,NA,0.336815743,NA,PISA_Contextual_InSchool | InSchool | Construct | output | context_educational_pathways_and_aspirations | READ,NA,InSchool-only (top-k)
PISA,st_student_grade_level,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_basic_demographics | MATH,NA,InSchool-only (top-k)
PISA,st_total_class_periods_per_week,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | input | context_organisation_of_student_learning_at_school | MATH,NA,InSchool-only (top-k)
PISA,st_wait_turn_to_speak,TRUE,FALSE,12,NA,0.163232961,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_general_social_and_emotional_characteristics | SCIE,NA,InSchool-only (top-k)
PISA,stdv_bullying_experience,TRUE,FALSE,2,NA,0.596276008,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_school_culture_and_climate | SCIE,NA,InSchool-only (top-k)
PISA,stdv_cognitive_activation_math_thinking,TRUE,FALSE,3,NA,0.945849235,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_mathematics_teacher_behaviours | MATH,NA,InSchool-only (top-k)
PISA,stdv_cognitive_activation_reasoning,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_mathematics_teacher_behaviours | SCIE,NA,InSchool-only (top-k)
PISA,stdv_education_level_program,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_educational_pathways_and_aspirations | MATH,NA,InSchool-only (top-k)
PISA,stdv_exposure_21st_century_math,TRUE,FALSE,2,NA,0.916746743,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_creative_thinking | MATH,NA,InSchool-only (top-k)
PISA,stdv_exposure_formal_applied_math,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_exposure_to_mathematics_content | MATH,NA,InSchool-only (top-k)
PISA,stdv_feeling_safe,TRUE,FALSE,3,NA,0.511653552,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_health_and_well_being | READ,NA,InSchool-only (top-k)
PISA,stdv_math_disciplinary_climate,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_mathematics_teacher_behaviours | MATH,NA,InSchool-only (top-k)
PISA,stdv_math_persistence,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_subject_specific_beliefs_attitudes_feelings_and_behaviours | MATH,NA,InSchool-only (top-k)
PISA,stdv_math_self_efficacy_21st,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | output | context_creative_thinking | MATH,NA,InSchool-only (top-k)
PISA,stdv_school_absence_3_months,TRUE,FALSE,2,NA,0.439964538,NA,PISA_Contextual_InSchool | InSchool | Construct | output | context_educational_pathways_and_aspirations | SCIE,NA,InSchool-only (top-k)
PISA,stdv_school_safety_risk,TRUE,FALSE,1,NA,1,NA,PISA_Contextual_InSchool | InSchool | Construct | context | context_health_and_well_being | MATH,NA,InSchool-only (top-k)
PISA,stdv_sense_of_belonging,TRUE,FALSE,2,NA,0.87520523,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_general_social_and_emotional_characteristics | MATH,NA,InSchool-only (top-k)
PISA,stdv_student_teacher_relation,TRUE,FALSE,3,NA,0.867066504,NA,PISA_Contextual_InSchool | InSchool | Construct | process | context_general_social_and_emotional_characteristics | MATH,NA,InSchool-only (top-k)
PISA,icdv_ict_at_home,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | input | context_out_of_school_experiences | MATH,OutOfSchool-only (top-k)
PISA,icdv_ict_distress_online,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | output | context_general_social_and_emotional_characteristics | MATH,OutOfSchool-only (top-k)
PISA,icdv_ict_outside_class_self,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_out_of_school_experiences | MATH,OutOfSchool-only (top-k)
PISA,icdv_ict_use_weekday,FALSE,TRUE,NA,2,NA,0.978110796,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | students_use_of_ict_for_leisure | MATH,OutOfSchool-only (top-k)
PISA,icdv_ict_use_weekend,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_out_of_school_experiences | MATH,OutOfSchool-only (top-k)
PISA,sc_community_type,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_school_type_and_infrastructure | MATH,OutOfSchool-only (top-k)
PISA,sc_preparedness_remote_instruction,FALSE,TRUE,NA,2,NA,0.212107922,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | input | access_to_ict_resources_for_learning | MATH,OutOfSchool-only (top-k)
PISA,sc_schooling_availability,FALSE,TRUE,NA,1,NA,1,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | context | context_selection_and_enrolment | MATH,OutOfSchool-only (top-k)
PISA,st_device_near_home,FALSE,TRUE,NA,3,NA,0.369743437,NA,PISA_Contextual_OutOfSchool | OutOfSchool | Construct | process | context_health_and_well_being | READ,OutOfSchool-only (top-k)
